"WorkID","Title","Author","Year","NumBorrowers","x","y"
17125,"Lin McLean","Wister","",40,-0.677866875760959,32.4107583228289
710060995,"Bronze Bell, The","Vance","1909",25,-28.1690698996206,38.1377825962753
-681771774,"Chapter of Adventures, A","Henty","1890",17,52.015978602888,-13.4820831621375
-263933228,"Rienzi, the Last of the Tribunes","Lytton","1835",2,25.3429874080688,-6.05568694328776
19711,"Justice of Revenge, The","Griffith","",29,-14.8078773717337,13.9631215263774
1580,"Old Dominion, The","Johnston","",15,3.02195598350104,-19.4003196397308
20592,"Yellow God, The","Haggard","",26,-22.0433642872283,21.3997877786403
-3396213,"Heart and Science","Collins","1883",1,59.1324689758715,-22.5403070738310
2000715151,"Profit and Loss","Oxenham","1906",28,-15.1613776095618,28.3484324466593
-1053485524,"Pilot at Swan Creek, The","Connor","1905",23,-20.3654336591666,18.5056062586977
952077577,"Christian's Cross","Swan","1905",41,-25.6807492576867,-22.2629687813875
20069,"Memoirs of Sherlock Holmes, The","Doyle","1893",18,67.0528641758905,-2.91030780477091
3130,"Sky Pilot, The: A Tale of the Foothills","Connor","1899",6,34.3229086037831,-37.2490260094341
1084529745,"White Witch of Mayfair, The","Griffith","1902",24,-12.4252647896720,-29.3853197545727
20131,"Neither Storehouse Nor Barn","Raine","",29,-59.2803491691557,16.5315809305181
-417458560,"Lost Regiment, The","Glanville","1901",29,20.016292472502,21.1743835907417
-2074928341,"For Faith and Freedom","Besant","1888",4,59.0425278487582,-11.8956125290238
3583,"American Claimant, The","Twain","1892",16,23.3405172588340,-8.6690383080407
5402,"Footsteps of a Throne, The: Being the Story of an Idler and of His Work; and of What He Did in Moscow in  the House of the Exile","Pemberton","1900",40,10.1596465721277,10.309903069193
3782,"Coming of the King, The","Hocking","",49,-21.6819582780531,0.216904795264444
20794,"For the Term of His Natural Life","Clarke","1886",1,53.7104907178992,-26.1681046918430
1434188123,"Nurse Charlotte","Meade","1904",37,-20.1719975670843,-14.3438321957480
-810866137,"Scalp-Hunters, The","Reid","1851",24,19.1627480744861,-0.354672747712464
-456178953,"Corner in Coffee, The","Brady","1904",35,0.669762691290201,22.3876166600126
1378222586,"Steve Brown's Bunyip, and Other Stories","Barry","1893",28,4.75003619593847,15.9738360949886
5375,"Firebrand, The","Crockett","1901",14,26.8366293272313,-20.1546440424451
19868,"Hard Cash","Reade","",18,13.6172422522874,13.9976743028178
-1939070543,"Master Mummer, The","Oppenheim","1904",54,-18.0701060113202,13.3055997081959
-510190135,"First It Was Ordained","Thorne","1906",27,-25.0711851837114,-2.04336284587743
20448,"Temporal Power: A Study in Supremacy","Corelli","1902",28,10.7434678587707,-25.0269715745358
-385991763,"Colonel Quaritch, VC","Haggard","1889",4,51.0513173640002,-7.68991785148845
15320,"Vagabond, The","Palmer","",41,-26.5333614106410,12.7453353877918
-792688811,"Corner-Stone, The","Lyall","1904",21,-24.6203906732732,-1.09843743627455
-1967756015,"Through Sorrow's Gate","Sutcliffe","1904",33,-21.2529613854646,-1.05022431588905
-61231206,"Old Rogue's Tragedy, An","Rita","1899",23,-18.6033000440575,-24.0918051216097
1311921897,"Thunder of the Hoofs, The","Lang","1909",25,-44.2353695315735,19.7140317808856
3715,"Bleak House","Dickens","1853",1,31.5865842594502,3.79435861247248
20186,"Pearl of Pearl Island","Oxenham","",30,-57.7672920786258,25.9060133824904
20318,"Running It Off","Gould","",25,32.482675803363,30.5356973208475
776373186,"International Spy, The","Upward","1905",41,-31.2026391186017,-10.1381249778142
5284,"Donovan","Lyall","1882",14,64.5221855992022,-13.9128928126031
-1862615958,"Second Dandy Chater, The","Gallon","1901",28,12.9362978499990,-13.7912011196643
20167,"On the Wings of the Wind","Raine","",46,24.3562554175573,-32.2826517561222
-320273276,"Settlers in Canada, The","Marryat","1844",2,43.0235899491976,9.28523035919359
343474542,"King's Secret, The","Savage","1901",23,6.26883674651518,2.90929799603215
2121677673,"Back at Our Selection","Rudd","1906",38,-26.9958939044445,20.1907192775222
1688290117,"Murder of Delicia, The","Corelli","1890",4,31.8866152176228,-31.6431023020894
1685842652,"Rogue in Love, A","Gallon","1900",22,-17.0889767365876,-28.1153510713577
-1640077323,"Poor Parson, The","Rudd","1907",39,-43.2201244349224,21.6866449031424
1612914817,"Jimmy","Winter","1903",47,-16.5185294710959,-4.11553571177885
19892,"Hounds of the Baskervilles","Doyle","",27,23.4027122671546,-28.7592130091217
-1482058543,"Idol of the Town, The","Le Queux","1903",46,-17.6281490987727,10.6613866146545
639803954,"Veldt Vendetta, A","Mitford","1903",56,-4.03608653687164,-28.0077841875314
-905772666,"Stella Fregelius: A Tale of Three Destinies","Haggard","1904",40,-19.6999397617162,2.91882385537466
3525,"Danger Mark, The","Chambers","",17,-21.5921781122171,36.1846473172619
20229,"Prodigal Son, The","Caine","1904",24,5.28654909703441,-2.66027111963639
20547,"While the Billy Boils","Lawson","",24,43.8881157917314,-13.0317998215765
1238166615,"Colonial Reformer, A","Boldrewood","1890",4,45.0762544610766,-26.9746313773022
1508647254,"Household of Peter, The","Carey","1905",24,-31.0516227997601,-25.2910471966826
20296,"Robbery under Arms","Boldrewood","",12,46.2318206955707,-11.0603783145474
687503254,"White King of Manoa, The","Hatton","1899",18,11.4665777956917,19.4595878775902
20152,"Ocean Tragedy, An","Russell","1890",11,46.9576074419121,-6.03605410838207
-1888563677,"Guinea Stamp, The","Swan","1892",45,-15.2444006373137,-40.130308051456
-2102064549,"Wire Tappers, The","Stringer","1906",38,-35.7107623819854,23.2383131092424
20084,"Miner's Right, The","Boldrewood","1890",12,63.8094610159364,-6.76691063727061
20348,"Seven Little Australians","Turner","1894",9,31.0753428370479,-36.9792118142247
-1572539016,"Memoirs of a Physician","Dumas","",8,24.4905358154438,-0.446160942598444
1723285035,"Rose of Judah, The","Griffith","1899",22,10.6203375003209,0.847824884352591
1475091808,"Iron Heel, The","London","1907",25,-27.3416314436485,28.5835473271467
-1944544139,"Tragedy of Pudd'n'head Wilson, The","Twain","1894",22,36.2786839171858,-18.3604961688966
-354182610,"By Right Divine","Sage","1907",34,-54.6837444866684,15.7699991702779
-213443454,"Plant Hunters, The","Reid","1858",6,22.5072164644169,-0.688256195596221
1332582371,"Martins of Cro' Martin, The","Lever","1856",1,32.800937021162,-7.90417613268102
-899062381,"By Their Fruits","Praed","1908",31,-53.6267147340793,19.0517122409354
3774,"Clementina","Mason","",7,4.57030944029896,30.7905499616884
661444098,"Marcella","Ward","1894",4,61.9836293389058,-9.50803254228526
-921714505,"Far Horizon, The","Malet","1906",20,-27.3188494293139,11.0306295039473
1504266796,"History of Sir Richard Calmady, The","Malet","1901",18,9.91489610905358,16.6259895275746
20595,"Younger Set, The","Chambers","1907",26,-44.5683149594567,11.3905985938864
15316,"Lucy of the Stars","Palmer","1906",31,-34.2906459989118,36.8737243774162
1572032692,"Law of Life, The","Sholl","1903",19,9.26544578986994,9.51535163874748
5515,"Lest We Forget","Hocking","1901",40,31.8032272588448,-34.2114664803832
-1840193033,"Bishop of Cottontown, The","Moore","1906",34,-32.7812421551724,5.76394544221813
2922,"Beverly of Graustark","McCutcheon","",54,-58.233445782122,5.23315051582111
5311,"Eben Holden","Bacheller","1901",16,7.25114792886464,11.3603321708799
3877,"Alton Locke, Tailor and Poet: An Autobiography","Kingsley","1850",10,30.139563400117,15.5038138558954
-137472687,"In Happy Hollow","Adeler","1903",22,12.2230805953995,36.0038974412860
829772666,"Ring and the Man, The","Brady","1909",39,-23.6166085688969,38.9120820205076
1815604617,"Rickerby's Folly","Gallon","1901",21,-11.3205427281553,7.74365235017967
-474340428,"Margaret","Meade","1902",31,9.19142288792512,-23.011137078971
1699734867,"Free Soil, Free Soul","Cleeve","1903",35,-6.13877786328781,-12.7355996963884
26184934,"Giraffe Hunters, The","Reid","1855",8,26.9477839173416,-0.0411106829856503
5335,"Eternal City, The","Caine","",27,26.3505038303856,-27.4943845258444
-1244385053,"Nothing New","Mulock","1857",1,27.1370031472361,0.886126298997955
-1298359820,"Strange Adventures of a Phaeton, The","Black","1872",7,35.2355730683972,-11.7716848443125
690136139,"Without a Home","Roe","1881",23,58.9163513070201,-27.7014457019522
1369311433,"At the Moorings","Carey","1904",42,1.72163701067807,32.9208488446239
469049375,"Rose of the World","Castle","1905",60,-36.7704158459737,-15.5480875556343
3783,"Compact, The","Cullum","",26,-43.1327591785646,19.7375663567109
-702838863,"Joan of the Hills","Clegg","1909",28,-25.7768733294998,36.4735036136605
-1825227984,"Life's Web","Gould","1902",31,36.3152214328299,26.6967667009454
20047,"Marriage of William Ashe, The","Ward","1905",30,-46.4216135427797,-14.5624696329200
-866748096,"Commander Leigh","Savage","1903",18,-6.76840202936195,-13.6782727690946
20096,"Monk of Mar-Saba, The","Hocking","1894",18,29.7993698112942,-33.7030608446972
-1013731392,"Captain Courtesy","Carpenter","1906",24,-52.1349491327739,15.2276655641703
20244,"Woman in White, The","Collins","",4,59.105768951042,-21.7214607791137
4420,"My Official Wife","Savage","",42,-2.33417714777255,6.53164619299451
-898175613,"On Our Selection","Rudd","1899",60,-0.0267238966585349,-20.5987450037287
1007085477,"Moneychangers, The","Sinclair","1908",35,-37.5424242470262,29.6945724281088
20512,"Valentine Vox","Cockton","",27,16.2737957974535,-4.93961978428241
-1620246891,"Tempter's Power, The","Hocking","1903",67,-1.76598965277364,-3.8260044364581
2661,"I Will Repay","Orczy","",42,-13.6246698111668,39.1238626816688
586963223,"Kiss of the Enemy, The","Hill","1904",38,-16.4689958687633,-23.7753645915823
-1595459828,"Flotsam","Merriman","1896",6,22.2504990509525,-30.2781834296536
1239046819,"Dead Ingleby, The","Gallon","1902",19,22.508273150128,-38.8209437408953
913457968,"Sandy","Rice","1905",42,16.0847418621754,-33.0395045767174
3622457,"Yellow Diamond, The","Sergeant","1904",38,-12.1041669780574,-39.7825006285575
-1412440851,"Wheel o' Fortune, The","Tracy","1908",33,-45.4534484373866,30.5300227061352
1504911767,"Bird of Passage, A","Croker","1886",16,25.4682005686022,15.8940401449115
-1242436758,"Between the Dark and the Daylight","Marsh","1902",20,-6.16589198864973,22.6803306136444
31400271,"Horse or Blacksmith?","Gould","1897",40,33.414953493946,33.1193811145161
20116,"Mrs Wiggs of the Cabbage Patch","Rice","1901",27,29.2940316366254,-38.7457326272439
556581835,"Soldiers Three","Kipling","1888",1,55.6873407812974,-8.17954643598927
1282863797,"Lindsay O' the Dale, A","Hales","1907",43,-46.5276897711223,18.1342996873181
16684,"Pickwick Papers, The","Dickens","",17,36.0134998353403,14.9731866843227
-958725997,"Flame of Fire, A","Hocking","1903",45,6.99414531537386,3.58094938645335
-1327459328,"Gun Runner, The","Stringer","",22,-25.5324338784274,43.3133058461226
1333058836,"Rulers of Kings","Atherton","1904",24,-19.1220112310855,5.90317121449072
1545,"Many Cargoes","Jacobs","",11,-53.7409806184476,-10.1002666477832
-2025308897,"Mary Gray","Tynan","1908",30,-56.5325198239752,25.9890111784173
1821318934,"Pierced Heart, The","Reid","1885",22,21.5855517271978,-3.02376317046309
5349,"Face of Clay, The","Vachell","",48,-34.6606429698808,-3.12382944210494
3669,"Black Rock","Connor","",35,21.7908896923169,-31.4890119789641
1158617892,"Jarwick the Prodigal","Gallon","1904",41,-5.71163933024115,21.5203706994265
-1206143668,"Sydney-Side Saxon, A","Boldrewood","1891",4,42.2604670942747,-26.1852182671792
-1274869514,"Father Anthony","Buchanan","1898",25,21.5661731991855,-22.5042392271337
1271891559,"Rosalind at Red Gate","Nicholson","1907",33,-44.0847060974187,26.1517208031263
3805,"Count Hamabel: A Romance of the Court of France","Weyman","1901",16,-21.6337917622131,19.5956983835822
-2063677168,"Lone Marie","Norris","1905",21,-30.3893187640304,4.04813854448034
5400,"Foot of the Rainbow, The","Porter","",26,-37.5080432567281,36.2787449023323
2049148597,"If I Were King","McCarthy","1903",26,1.12461160470501,-34.1205649941557
-773664245,"Old Judge, The","Slick","1849",3,30.5468732651093,8.89797620321323
14251,"Whirligig, The","Lindsay","",9,-54.2703648608954,-10.7340337129149
-1821820400,"Court of Honour, The","Le Queux","1901",30,-11.7046980098209,-30.6048028190905
19996,"Little Brown Jug of Kildare","Nicholson","",27,-27.6425526429564,33.3842661894001
2119692847,"Helen Adair","Becke","1903",38,-35.226364216726,21.4919358028355
20392,"Sorrows of Satan, The","Corelli","",31,46.5820151535358,-26.8976707222535
20843,"King Spruce","Day","1908",39,-32.9131836041045,32.7969682566439
310819108,"Evil Genius, The","Collins","1886",2,59.7472355277041,-23.4272094800247
-1970625424,"Red Saint, The","Deeping","1909",22,-34.0309569122345,38.2742107944928
5358,"Farewell Nikola","Boothby","",37,17.4578878427067,-17.4917288799602
20023,"Lure of the Mask, The","McGrath","",32,-33.7855096434337,13.3287070760117
-962771890,"Lavender and Old Lace","Reed","1902",48,-29.1890491648078,-15.70270964755
-671363512,"Eugene Aram","Lytton","1832",2,40.2338219191729,-4.08422294514521
-1526581491,"Anne of Green Gables","Montgomery","1908",32,-24.5151227522369,47.3749949553246
143753653,"Russian Gipsy, The","Dumas","",2,25.8166261211709,1.06778496212592
20079,"Mighty Atom, The","Corelli","",1,59.6957456466753,-25.0995385208879
-965181658,"Sirocco","Brown","1907",27,-6.99644182742936,23.7731187391603
-1410621235,"Hungry Heart, The","Phillips","1909",22,-42.5832965937761,34.9714414159489
-1750194190,"Cap'n Eri","Lincoln","1904",26,-29.8190724865071,11.5896951566423
-1997574116,"Waifs of Circumstance","Tracy","1906",30,-38.2939208618401,-19.911630781554
15000,"Whispering Smith","Spearman","1908",26,-52.0675087982707,-7.09476384696851
19866,"Handy Andy","Lover","1842",5,42.8972395405154,-33.8680083479155
-299558027,"Seven Secrets, The","Le Queux","1903",49,-11.5312768002876,-31.4097913596826
-249146612,"Avengers, The","Hill","1906",37,-55.790284414288,15.3235362282334
19861,"Half a Rogue","McGrath","",26,-43.41297655031,-8.2795146959535
692082084,"Little Dorrit","Dickens","1857",3,30.99167234386,-1.57337575325833
291335611,"Unseen Jury, The: A Novel","Root","1907",39,-50.8743994376493,23.5284206115941
1287444635,"Tower of London, The","Ainsworth","1840",5,33.3457991734319,5.95202591328374
-1395917147,"Burden of Her Youth, The","Meade","1903",28,0.295184256335127,-19.8913841253948
-1115464877,"Maids of Paradise, The","Chambers","1902",34,11.4497968107380,17.2615483416791
1501543756,"Waverley","Scott","1814",1,32.7580846020286,7.6525797883972
5386,"Flower of the Dusk","Reed","",26,-36.0014943526976,46.3842003352838
20255,"Tale of Two Cities, A","Dickens","1860",1,37.36992415727,-6.90909210545972
1497937554,"Caleb Carthew","Hocking","1884",48,-42.7487552643331,3.79979523104859
-507154204,"Justin Wingate, Ranchman","Whitson","1905",26,-11.4639342183204,17.34329801496
1369195664,"Delphine","Yorke","1904",54,8.66639591926169,-21.1160284927502
-847622184,"Renshaw Fanning's Quest","Mitford","1894",31,-8.56503539728009,-22.2375536935753
21121,"On Tour with Troddles","Andom","1909",24,-29.7023807059517,28.2857397498042
5414,"Forty Five Guardsmen, The","Dumas","1848",3,30.1238774197056,6.07447152246108
5473,"Gold Wolf, The","Pemberton","",48,-3.22041199107416,-14.3370374271535
20176,"Over Moor and Fen","Hocking","",29,-6.61120999345973,-3.74625965634778
135225908,"Maiwa's Revenge","Haggard","1888",3,45.5066181220615,-18.6088269291800
2113905010,"Sword in the Air, The","Gunter","1904",35,4.10001130484938,-10.3204330657653
3608,"Audrey","Johnston","",16,14.1700777271402,-20.9389742933159
1930877101,"White Chief, The","Reid","1855",23,19.5182701326218,-3.48781208611828
979567033,"Wayfaring Men","Lyall","1897",17,14.1354070791010,4.76224240106363
20417,"Story of Andrew Fairfax, The","Hocking","",39,-45.6459662246433,-4.12947961633114
13541,"Mother, The","Phillpotts","",26,-38.3733555144612,13.0338412736461
16091,"Shadow of a Vendetta, The","Gunter","",22,-47.2861169062471,25.3444794699109
-157776505,"Half a Hero","Hope","1893",39,-40.7978691192889,-2.08896319092163
-1166692144,"Whosoever Shall Offend","Crawford","1904",24,1.49852968046517,31.8862898578115
-82419722,"Miser's Will, The","Hume","1903",32,-18.0725489688704,-19.7564716905696
17117,"Watchers of the Plains, The","Cullum","",28,-44.9795483625775,20.2861715351043
20184,"Pendennis","Thackeray","",3,25.902906042241,4.76238448804905
20516,"Velvet Glove, The","Merriman","",6,24.6062283729148,11.3660406229135
679118608,"Sir Nigel","Doyle","1906",19,-30.9644936266045,15.3046115038243
297750317,"Alec Forbes of Howglen","MacDonald","1865",1,53.7225668856114,-12.0758903907512
5440,"Garden of Allah","Hichens","",27,-44.4148358759796,9.60379230260868
3263,"Tatterley: The Story of a Dead Man","Gallon","1907",30,-5.05625530730361,-22.3575162663047
1908450375,"Queen of Hearts, The","Collins","1859",3,24.0276107896873,1.29119913616655
3590,"Anna the Adventuress","Oppenheim","1904",61,-16.7771793562727,44.1519296124642
20504,"Under the Red Robe","Weyman","1894",3,36.1881301503979,-32.0740814619813
-1314324997,"Tower of Tadeo, The","Ouida","1892",9,59.9244287868863,-10.1543891978282
-1601088210,"Isle of Unrest, The","Merriman","1900",16,8.65317742313944,9.38108408821932
1795948236,"Gypsy Roy, a Story of Early Methodism","Lindsay","1904",34,-19.5473797182459,-7.7617643275648
-888898485,"Warned Off","Gould","1901",36,35.1615996384901,23.4923909266949
-276441678,"Doctor's Double, The","Gould","1891",26,35.8074211798027,28.1658026618178
-480772011,"Call of the South, The","Durham","1908",26,-25.4614833897772,32.8196919774229
21096,"Her Splendid Sin","Hill","1908",27,-44.3184575390626,34.6748049461912
-1949068651,"Curse of Clement Waynflete, The","Mitford","1894",28,-7.39682944509942,-22.7788423088572
-1484065647,"White Sister, The","Crawford","1909",13,-22.818053594795,32.6828912311167
-152132081,"Doctor Burton","Gunter","1907",38,-49.6182334083334,21.9737477461043
617032725,"Young Girl's Wooing, A","Roe","1884",11,56.5135203953085,-28.6577080069413
1380116378,"Thrown Away","Gould","1894",35,32.5237151605659,29.6136397991228
-233529830,"Married in Haste","Everett-Green","1907",31,-33.9987896978358,-2.53929510047824
14748,"Woman in the Way, The","Le Queux","",39,-51.3327804662989,16.5717227202564
1210619133,"Graustark","McCutcheon","1901",23,-32.5870757800123,-17.3687971284082
5437,"Gambler, The","Thurston","1905",54,-34.0754107692977,0.884213165644085
-1932271208,"Gentleman Rider, A","Gould","1898",22,8.31790844907499,-18.3375980192978
1150972836,"Maker of Nations, A","Boothby","1900",35,19.5433858357718,-32.6022343450069
1174197496,"Little Anarchist, The","Marchmont","1907",30,-51.2511673858357,25.8953611243476
48379784,"Martyrdom of Madeline, The","Buchanan","1882",16,27.1089732585050,21.9964703813588
918,"My Indian Queen","Boothby","",49,-8.57720751466299,-24.3826955895169
1708578672,"Lone Star, The","Lyle","1907",26,-28.3912786314415,48.0257854933172
1240712506,"Christie Johnstone","Reade","1853",1,61.7546127366925,-14.7243176099982
20127,"Nicholas Nickleby","Dickens","",3,27.2198602052525,2.54446740373627
1621846972,"Guy Fulkes of the Towers","Everett-Green","1906",33,-41.9705046079928,-1.06978587057158
400801028,"Viking Strain, The","Hales","1902",23,-0.940464661836522,-13.4447179182463
1459106966,"Idle Thoughts of an Idle Fellow, The","Jerome","1886",6,43.530320297014,-17.6301479979463
-767204611,"Lost Provinces, The","Tracy","1898",27,-24.8211517132506,14.9098527686254
-1857209556,"Spinner in the Sun, A","Reed","1906",33,-32.0480513882378,-22.1297428777083
3633,"Beau Brocade","Orczy","1907",39,-30.5287840132187,24.5672256847373
20179,"Pagan's Cup, The","Hume","",26,1.48858165587331,-3.31713727095325
-1405806611,"Only the Governess","Carey","1888",32,-25.6210289896748,-29.5932574880725
1090787792,"St Elmo","Wilson","1866",25,57.7546054327445,-24.2627890533939
1735037324,"Peggy of the Bartons","Croker","1898",21,-35.6907412565808,-20.0249863749918
539219179,"Lady of the Mount, The","Isham","1909",27,-24.7918160402354,46.3052787351166
-1765581412,"In Wolf's Clothing","Garvice","1908",44,-41.0053846841957,38.0572316585148
3819,"Crisis, The","Churchill","1901",28,21.7253732777348,-29.6083289406843
3429,"Her Son","Vachell","1907",40,-42.5594753638889,-10.4269787652742
19895,"House of a Thousand Candles, The","Nicholson","",41,-46.9823359413255,5.11344927877628
-888614622,"Cameos","Corelli","1896",1,37.0537311524221,-35.5241711862128
-64493603,"Adventures of Brigadier Gerard, The","Doyle","1903",41,3.66231484686143,5.55018026124043
-518949711,"Successor, The","Pryce","1904",22,-26.8418639370948,-10.8190705378052
20835,"God's Good Man: A Simple Love-Story","Corelli","",46,-13.0527412020342,-0.500596371994677
197691218,"Boy Hunters, The","Reid","1852",7,37.5795316976031,10.6528124290611
1690838047,"Jack Hinton, the Guardsman","Lever","1843",3,27.5399993888293,-2.82349737557528
5286,"Doreen","Lyall","1894",15,24.9765956636723,-35.1416089302615
455146186,"Settler of Silver Creek, The","Whitaker","",39,-55.9159519914266,9.35312787606484
1549571367,"Rattlin, the Reefer","Marryat","1836",2,44.1607256773168,-2.06855097048579
3704,"By Bernon Banks","Raine","",21,-5.970155488588,1.64545889792497
19965,"Kit Kennedy","Crockett","",17,15.3330211597592,8.79117863198707
5485,"Greater Love","Hocking","",51,32.9744832566585,26.2832068602383
20111,"Mr Opp","Rice","",31,-21.1830167993114,44.4984185218412
809257791,"Man with the Opals, The","Barrett","",35,-16.7172935649088,-14.9176536626102
152022580,"White Plumes of Navarre, The","Crockett","1906",23,1.82938498100983,-17.8251515639087
20063,"Masterman Ready","Marryat","1841",1,33.6851253595973,2.25853463717934
5389,"Flowers O' the Corn","Crockett","",15,10.2627486027258,25.2980064372694
1356811036,"Modern Buccaneer, A","Boldrewood","1893",4,41.47353754581,-26.6371632002232
-1045277459,"Story of an Untold Love, The","Ford","1897",19,-34.1294494739885,-19.6363261669885
3686,"Brewster's Millions","McCutcheon","1902",52,-57.8488725715118,7.99306498797698
1319037065,"King Solomon's Mines","Haggard","1885",12,44.7467881890914,-19.4203097816772
-994722730,"Long Arm, The","Oppenheim","1909",42,-29.0830799460289,26.4347315418622
-689700606,"Sorceress of the Strand, The","Meade","1903",29,-5.89449901601217,8.1978143027502
20498,"Twenty Years After","Dumas","",4,28.4257255494502,-6.93638228898142
-2080633227,"Pitfall, The","Magnay","1908",32,-37.3792924321132,41.4871614190491
990484280,"From Post to Finish","Smart","1884",25,54.451398493425,-28.4395809701586
5210,"We Two: A Novel","Lyall","",18,56.4513352610723,-12.0457258999042
20054,"Mary St. John","Carey","1882",6,25.9634470344120,-32.6193826930806
20060,"Mayfair 2835","Richardson","1907",36,-27.7152697396482,9.26934961772543
-1017597417,"Love of Richard Herrick, The","Kenealy","1902",54,-21.5324486183314,-3.11659609561517
-441617397,"Hard Times","Dickens","1854",5,23.9841588724690,-2.52938772213571
-1752612200,"Hearts in Exile","Oxenham","1904",48,-39.0749533079366,13.3551729103093
2127,"Oliver Twist","Dickens","",1,40.0179661990751,6.54031185285011
-324778934,"St Cuthbert's of the West","Knowles","1905",5,21.3691373894604,14.9193897610139
20339,"Second String, The","Gould","",42,7.58635899396542,-15.0546206659136
-615910693,"Virginian, The","Wister","1902",36,18.3767097013401,-26.6888239332084
4240,"It Is Never Too Late to Mend: A Matter-Of-Fact Romance","Reade","",3,22.0027108549692,1.70466976640835
386923130,"Kate Meredith, Financier","Hyne","1907",26,-39.1864689868392,2.88167170420916
1273988202,"Bush-Boys, The","Reid","1856",1,39.8013125524515,9.33545698938293
20381,"Smoking Flax","Hocking","",50,-27.0682019061637,-20.4568989213585
-1129636013,"He Would Be a Gentleman","Lover","1856",1,28.090564521523,4.52349878168832
20219,"Prince of Sinners, A","Oppenheim","1903",90,-22.8639866688722,-17.3468434322717
-2044007068,"Triumph of Hilary Blackland, The","Mitford","1901",40,7.54477591084195,-1.12574092678077
975064961,"Way of the Spirit, The","Haggard","1906",35,-41.7679715134757,-17.9321786358243
311526051,"Boy Tar, The","Reid","1859",7,38.3370434602108,3.71702813176852
-122881768,"Deacon and Actress","Gunter","1902",50,-9.85469667985398,-11.8230124991239
19626,"Jungle, The","Sinclair","1906",25,2.60387215098565,-0.323280589003851
-378576556,"Struggles and Adventures of Christopher Tadpole at Home and Abroad, The","Smith","1848",3,28.6649406165166,-1.53933559720213
20591,"Yellow Crayon, The","Oppenheim","1903",58,-6.62169052077189,-23.6726504771856
1415448041,"Hunchback of Notre Dame, The","Hugo","1831",20,16.9669965745111,2.03797544092131
5383,"Flaming June","Vaizey","",42,-27.5363066813609,39.5710905321802
-2136981442,"Honeymoon in Space, A","Griffith","1901",22,2.60735319005808,2.86328178112224
1244582883,"Lover or Friend?","Carey","1890",34,2.32393395590814,-25.4972025081105
-57640646,"Abbess of Vlaye, The","Weyman","1904",21,-23.4884545124888,9.94305220240541
2152,"Allan Quatermain","Haggard","1887",4,46.4340686268558,-19.0338238953935
-1364507627,"Seeing Him Through","Gould","1897",19,35.2152529050315,27.7836676095343
-105826676,"Sin of Jasper Standish, The","Rita","1901",27,-20.3883538758795,-24.2499628275083
3676,"Tom Sawyer Abroad","Twain","",17,12.3942092351496,8.52914756496224
2128728727,"Banker and Broker","Gould","1893",36,34.3580517972571,32.0695701399244
972740247,"Mr Smith","Walford","1875",4,55.4898604965136,-18.8891844191176
-76351537,"To Pay the Price","Hocking","1900",30,-17.8440353525234,-30.7496099959415
-1618499652,"Tramp Camp, A","Kennedy","1906",33,-21.8032563090927,-7.59338825483483
1504134640,"League of Twelve, The","Boothby","1903",44,9.59246234384854,18.3008693467258
2108554788,"Ladder of Swords, A","Parker","1904",15,13.1058515099186,26.8623209969799
1344090803,"Daughter of a Magnate, The","Spearman","1903",35,-13.2703029015057,-7.49111432927669
-776831116,"If Youth but Knew!","Castle","1906",44,-24.7337538515495,0.248737410398224
-957774892,"Virgin in Judgment, The","Phillpotts","1908",32,-21.3143368675370,48.2194361354478
-339018028,"Wormwood","Corelli","1890",15,55.4619731213054,-26.7066971595023
862029298,"Lychgate Hall","Francis","1904",31,12.7012835022568,19.8648121866137
3705,"By Order of the Company","Johnston","",25,4.46258691653398,-0.463799063666711
21128,"Princess of Vascovy, A: A Romance","Oxenham","1900",6,22.3931264239464,8.3116112297741
5370,"Fennell's Tower","Tracy","",40,-41.2364538344863,43.4908168811014
20328,"Scallywag, The","Allen","",8,23.5306115946092,-4.86812152555137
1599602677,"Life in a Garrison Town","Bilse","1904",23,-3.57511563176749,3.68989836330887
-2011808585,"Man from Glengarry, The","Connor","1901",23,20.1492364281642,-30.2330796440965
3744,"Cave Man, The","Corbin","",35,-37.4716496324405,17.776759395908
805592673,"My Shipmate Louise","Russell","1882",2,47.5535919271507,-11.6480909739198
-1019190374,"Pomeroy Abbey","Wood","1881",29,-14.3912348747631,-48.4466523037157
1721268887,"Out of the Cypress Swamp","Rickert","1902",25,0.293739812949869,0.0126877842256701
1055523925,"Weavers, The","Parker","1907",14,17.2681959891624,12.8403705744003
760502761,"Castle Omeragh","Moore","1903",22,-5.96742991599013,-14.6215552733539
-2034496062,"Spitfire, The","Peple","1908",41,-24.6426677663444,42.9235421166514
-888826939,"Adventures of Mr. Ledbury and His Friend Jack Johnson, The","Smith","1844",3,36.4168294291133,-11.0882355179771
17129,"Lady Baltimore","Wister","",35,-46.5361481968847,10.6373994712227
5253,"Dene Hollow","Wood","",22,-13.9282382255942,-45.5184564108609
3658,"Bishop's Scapegoat, The","Clegg","",25,-55.9707214669355,21.0984664229723
20068,"Me and Myn","Crockett","1907",25,-47.768104593141,6.85187302919077
1663962588,"Red Axe, The","Crockett","1908",4,31.4175310553989,-25.8378051416699
1937493259,"Girl of Spirit, A","Garvice","1906",57,-40.6196328978093,1.00819491709907
1808186865,"Red Derelict, The","Mitford","1904",19,3.0637906516273,-2.03812870158164
