"LibraryID","WorkID"
2,-1364507627
-414404825,-1359323431
2,-1358102549
2,-1349793997
1118369451,-1349793997
1118369451,-1348010855
2,-1347592066
-414404825,-1347592066
1118369451,-1347592066
-414404825,-1344481449
1118369451,-1335900789
1108618849,-1333065799
2,-1327459328
-468206372,-1319842938
1118369451,-1319842938
2,-1315777962
2,-1315746537
1108618849,-1315746537
-468206372,-1315746537
2,-1314324997
1118369451,-1314324997
-414404825,-1308912149
4,-1304642504
1108618849,-1304642504
2,-1298359820
-468206372,-1298359820
1118369451,-1298359820
1108618849,-1290252050
1118369451,-1290252050
2,-1287209163
1118369451,-1287209163
2,-1286386564
-468206372,-1284715162
1118369451,-1284715162
2,-1278170053
1118369451,-1278170053
2,-1274869514
1118369451,-1274869514
1118369451,-1274378527
-414404825,-1270270050
-414404825,-1268780202
-468206372,-1268780202
-414404825,-1267500490
1118369451,-1247871583
2,-1244385053
-414404825,-1244385053
-468206372,-1244385053
2,-1242436758
1108618849,-1241473171
-468206372,-1241473171
2,-1238857442
-414404825,-1237690498
1108618849,-1237347828
1118369451,-1237347828
1118369451,-1234123903
2,-1223002962
-414404825,-1223002962
-414404825,-1218506847
-468206372,-1218506847
-414404825,-1214381712
-414404825,-1208085590
2,-1208085590
2,-1206143668
1118369451,-1206143668
1118369451,-1191896232
-414404825,-1185153256
-468206372,-1185153256
1118369451,-1176717802
1118369451,-1172236215
2,-1171625876
2,-1166692144
-468206372,-1166692144
1118369451,-1154414117
2,-1151889584
2,-1151096046
2,-1149235490
-468206372,-1147993227
1118369451,-1147993227
-414404825,-1145143849
-468206372,-1135684630
1118369451,-1135684630
2,-1129636013
-414404825,-1129636013
2,-1121097180
2,-1115464877
-468206372,-1115464877
-414404825,-1113418727
2,-1100039304
2,-1097371610
-468206372,-1097371610
1118369451,-1097371610
2,-1095993686
1118369451,-1088784128
1108618849,-1082307269
-468206372,-1082307269
1118369451,-1080896328
2,-1080300340
2,-1075540956
1108618849,-1075540956
-468206372,-1075540956
2,-1069803271
2,-1066310288
1118369451,-1065515513
1108618849,-1063318697
1118369451,-1063318697
1118369451,-1061923089
2,-1054841824
2,-1053485524
1108618849,-1053485524
2,-1045277459
-414404825,-1036308373
2,-1029444131
1108618849,-1029444131
-468206372,-1029444131
1118369451,-1029444131
1118369451,-1024930165
1108618849,-1021878680
1118369451,-1021878680
2,-1019190374
1118369451,-1019190374
2,-1017597417
-468206372,-1017597417
-414404825,-1017053915
2,-1014947624
-414404825,-1014947624
-468206372,-1014947624
2,-1013731392
-468206372,-1011658067
1118369451,-1011658067
2,-1002613009
-468206372,-997297373
1118369451,-997297373
2,-994722730
-468206372,-994722730
2,-993440859
-468206372,-993440859
2,-992109134
-468206372,-992109134
1118369451,-992109134
-414404825,-992067108
-414404825,-979434134
2,-978139911
1108618849,-978139911
1118369451,-978139911
2,-972988757
2,-965202684
1118369451,-965202684
2,-965181658
2,-962771890
-468206372,-962771890
1118369451,-959463304
2,-958725997
1108618849,-958725997
-468206372,-958725997
1118369451,-958725997
2,-957774892
1118369451,-956177796
-414404825,-951743255
1118369451,-938394802
1118369451,-936148090
1118369451,-934145635
-468206372,-932144956
2,-921714505
1118369451,-921714505
1118369451,-918459421
1118369451,-918003427
2,-907829352
2,-905772666
-468206372,-905772666
1118369451,-905772666
-468206372,-904737371
2,-899062381
4,-898175613
2,-898175613
1118369451,-898175613
2,-895209630
1118369451,-895209630
2,-895143400
2,-888898485
2,-888826939
-414404825,-888826939
-468206372,-888826939
1118369451,-888826939
2,-888614622
1108618849,-888614622
1118369451,-888614622
2,-888585595
-468206372,-888585595
-414404825,-885736199
-414404825,-884516941
1118369451,-883040027
-414404825,-879751798
2,-875160437
-468206372,-875160437
-414404825,-874136642
2,-866950604
2,-866748096
-414404825,-863187854
1118369451,-850179086
2,-847622184
-414404825,-838216006
-414404825,-837656154
1118369451,-835542205
-468206372,-834110233
1118369451,-834110233
1118369451,-831992999
1118369451,-829094542
-414404825,-821448938
-414404825,-819218902
1118369451,-819218902
-414404825,-811142067
2,-810866137
-414404825,-810866137
1118369451,-806481983
1118369451,-803257147
2,-802139649
-414404825,-795697280
2,-794780498
2,-792688811
-414404825,-790729619
-414404825,-787434723
1118369451,-786623409
2,-776831116
2,-773664245
-414404825,-773664245
-468206372,-773664245
-414404825,-770302070
2,-767204611
2,-760997843
-414404825,-758965285
2,-749329565
1108618849,-749329565
-468206372,-749329565
-414404825,-743625611
1118369451,-737500145
-414404825,-735049667
1108618849,-730364658
-468206372,-730364658
2,-723135260
-468206372,-713993875
1118369451,-713993875
2,-706818185
1118369451,-706818185
-414404825,-706454706
2,-702838863
1108618849,-702838863
2,-689700606
-414404825,-684617485
2,-683873487
2,-683310396
-468206372,-683310396
2,-681771774
1118369451,-681771774
1118369451,-679625657
2,-676929927
1118369451,-676929927
2,-671363512
-414404825,-671363512
1118369451,-671363512
1118369451,-669461858
2,-668880875
1118369451,-665730372
2,-662020892
1118369451,-662020892
1118369451,-660169751
-414404825,-659256762
-414404825,-649559177
-414404825,-648917119
1118369451,-648917119
-468206372,-645705706
1118369451,-642757196
-414404825,-638210073
-468206372,-631400942
1118369451,-631400942
2,-624410727
-414404825,-624410727
1118369451,-623216125
1118369451,-620710132
-468206372,-620710132
2,-615910693
1108618849,-615910693
-468206372,-615910693
1118369451,-615910693
2,-614353798
-414404825,-610577347
1108618849,-607689255
-468206372,-607689255
1108618849,-606960663
-468206372,-606960663
-468206372,-605222839
1118369451,-605222839
-414404825,-604797870
-468206372,-604797870
1108618849,-599494723
1118369451,-599494723
-414404825,-598994785
2,-592865262
2,-591597891
-414404825,-591597891
-468206372,-591597891
1118369451,-591597891
2,-584879606
2,-580014552
2,-569907600
1108618849,-569907600
-414404825,-566608505
2,-564505614
1118369451,-564505614
2,-558154145
-414404825,-558154145
-468206372,-558154145
2,-556831949
2,-554828228
1118369451,-552051964
1118369451,-549904358
1118369451,-542293964
1118369451,-540002355
-414404825,-527243937
-468206372,-527243937
2,-519773355
-414404825,-519773355
1118369451,-519773355
2,-518949711
1118369451,-516143205
2,-510190135
2,-507154204
-468206372,-507154204
-414404825,-506501611
-468206372,-506501611
1118369451,-499690166
2,-498247323
-468206372,-498153667
1118369451,-498153667
2,-493241832
2,-492359368
-414404825,-489609918
1118369451,-489609918
2,-486421855
1108618849,-486421855
-468206372,-486421855
1118369451,-486421855
2,-480772011
2,-474340428
1118369451,-471182380
-468206372,-469388039
1118369451,-469388039
2,-464556341
-414404825,-462816156
-414404825,-458285164
-468206372,-458285164
-414404825,-456649009
2,-456178953
1108618849,-456178953
1108618849,-450771329
-468206372,-450771329
2,-441617397
1108618849,-441617397
-414404825,-441617397
-468206372,-441617397
-414404825,-440493083
2,-433152778
2,-430362392
1108618849,-430362392
2,-417458560
2,-412340032
-414404825,-386799457
2,-385991763
1118369451,-385991763
-468206372,-385991763
2,-378576556
-414404825,-378576556
1118369451,-367896263
4,-363565542
1108618849,-363565542
-414404825,-355166329
2,-354182610
1118369451,-351107017
2,-344787681
2,-339018028
-468206372,-339018028
1118369451,-339018028
-414404825,-334532110
-414404825,-332550987
2,-332179143
2,-328884807
-468206372,-328884807
1118369451,-325348000
2,-324778934
1108618849,-324778934
-468206372,-324778934
2,-324672961
-468206372,-324504944
1118369451,-324504944
2,-320273276
-414404825,-320273276
-414404825,-317645986
1118369451,-317645986
-468206372,-316072697
1118369451,-316072697
2,-313835688
4,-309544316
-414404825,-309544316
1118369451,-308973219
1118369451,-303331473
2,-299558027
-414404825,-292613154
1108618849,-288957447
1118369451,-288957447
-414404825,-283974652
1118369451,-280910344
2,-278724889
2,-276850325
1118369451,-276850325
2,-276441678
2,-270245354
1118369451,-270245354
1118369451,-269837235
1108618849,-269166735
4,-263933228
2,-263933228
-414404825,-263933228
-468206372,-263262571
1118369451,-263262571
-414404825,-250406154
2,-249146612
1108618849,-249146612
-468206372,-248323822
-468206372,-244608074
1118369451,-244608074
-414404825,-235395146
-468206372,-235395146
2,-233529830
-414404825,-232191137
1108618849,-227971748
1118369451,-227971748
1118369451,-224608778
2,-223440270
1118369451,-223440270
2,-221969953
-468206372,-221969953
-414404825,-221599248
-468206372,-217602268
1118369451,-217602268
2,-217169642
-414404825,-217169642
-468206372,-217169642
2,-214573143
-468206372,-214573143
2,-213443454
-414404825,-213443454
1118369451,-203410766
1108618849,-175824364
-468206372,-175824364
1118369451,-175824364
-414404825,-174643416
-414404825,-173689775
1118369451,-169030048
-468206372,-165774593
1118369451,-165774593
2,-162302613
-414404825,-162302613
1118369451,-162258046
2,-159624356
1108618849,-159624356
-468206372,-159624356
1118369451,-159624356
2,-157776505
-468206372,-157776505
2,-152132081
1118369451,-150212627
1118369451,-140245202
2,-137806521
1108618849,-137806521
2,-137472687
-468206372,-137472687
2,-122881768
2,-117151922
1108618849,-117151922
-468206372,-117151922
1118369451,-117151922
2,-106433815
1118369451,-106433815
2,-105826676
-414404825,-105155831
2,-99763347
-414404825,-99303105
2,-98944742
1118369451,-97824323
-414404825,-94892048
2,-93761987
1118369451,-93761987
-414404825,-92963450
-414404825,-88092151
1118369451,-84758754
2,-82419722
-468206372,-81796576
2,-76351537
1118369451,-74528043
2,-64493603
-468206372,-64493603
2,-61231206
2,-57640646
1108618849,-57640646
-468206372,-57640646
1118369451,-57640646
-414404825,-49073786
-468206372,-49073786
-414404825,-38861646
-414404825,-32217158
1118369451,-26646106
1118369451,-25897653
1108618849,-12853725
1118369451,-12853725
2,-11425864
-414404825,-11425864
1118369451,-11425864
-414404825,-10377092
2,-9998224
1108618849,-9998224
-468206372,-9998224
2,-5736314
1118369451,-3542942
2,-3396213
1118369451,-3396213
1108618849,-841757
2,1
4,1
1108618849,1
-414404825,1
-468206372,1
1118369451,1
-414404825,3
-468206372,3
2,9
1118369451,9
4,250
4,251
1108618849,251
4,656
2,656
4,712
2,712
1108618849,712
2,800
2,894
4,908
1118369451,908
2,913
4,914
2,914
2,918
-468206372,918
4,1299
2,1299
1108618849,1299
4,1330
2,1330
4,1466
2,1466
4,1539
-468206372,1539
4,1543
1108618849,1543
4,1545
2,1545
4,1580
2,1580
-468206372,1580
4,1586
-468206372,1586
4,1607
1118369451,1607
4,2125
-414404825,2125
-468206372,2125
1118369451,2125
2,2127
1108618849,2127
-414404825,2127
-468206372,2127
1118369451,2127
2,2128
1108618849,2128
-468206372,2128
-414404825,2128
1118369451,2128
2,2129
-414404825,2129
1108618849,2129
-468206372,2129
2,2131
4,2131
1118369451,2131
1118369451,2132
4,2152
2,2152
1118369451,2152
4,2153
2,2153
1118369451,2153
4,2590
-468206372,2590
4,2592
1118369451,2592
4,2620
1118369451,2620
4,2622
-468206372,2622
1118369451,2622
4,2624
2,2624
4,2661
2,2661
1108618849,2661
-468206372,2661
2,2681
1108618849,2681
-468206372,2681
4,2689
2,2689
1108618849,2689
4,2751
4,2922
2,2922
-468206372,2922
2,2941
1108618849,2941
-468206372,2941
4,2944
2,2944
1108618849,2944
4,2947
2,2947
2,3114
4,3114
1108618849,3114
-468206372,3114
2,3124
4,3124
1108618849,3124
2,3130
4,3130
1108618849,3130
-468206372,3130
1118369451,3130
4,3244
-468206372,3244
2,3252
4,3252
2,3263
4,3263
1108618849,3263
1108618849,3264
4,3429
2,3429
-468206372,3429
1118369451,3429
4,3482
2,3482
2,3525
1108618849,3525
-468206372,3525
4,3564
2,3564
1108618849,3564
1118369451,3564
4,3579
2,3579
1108618849,3579
1118369451,3579
4,3582
4,3583
2,3583
1108618849,3583
4,3587
4,3590
2,3590
-468206372,3590
4,3592
1108618849,3592
-468206372,3592
4,3597
1118369451,3597
4,3602
4,3608
2,3608
-468206372,3608
4,3610
-468206372,3610
4,3619
-468206372,3620
4,3622
2,3622
1118369451,3622
4,3630
2,3630
1108618849,3630
1118369451,3630
4,3632
2,3632
1108618849,3632
1118369451,3632
4,3633
2,3633
1108618849,3633
4,3634
2,3634
1108618849,3634
4,3636
2,3638
1118369451,3638
4,3643
2,3643
1118369451,3643
4,3647
2,3647
-468206372,3647
4,3650
1108618849,3650
4,3651
4,3657
-468206372,3657
1118369451,3657
2,3658
4,3658
4,3661
1118369451,3661
4,3662
4,3668
1118369451,3668
2,3669
4,3669
1108618849,3669
-468206372,3669
1118369451,3669
4,3676
2,3676
4,3678
-468206372,3678
2,3681
4,3681
1108618849,3681
4,3683
1108618849,3685
-468206372,3685
4,3686
2,3686
1108618849,3686
-468206372,3686
4,3698
2,3698
1108618849,3698
-468206372,3698
1118369451,3698
4,3704
2,3704
1108618849,3704
4,3705
2,3705
2,3712
2,3715
1108618849,3715
-414404825,3715
1118369451,3715
-468206372,3715
4,3720
1108618849,3720
-468206372,3720
1108618849,3732
4,3735
2,3735
1108618849,3735
-468206372,3735
4,3742
1108618849,3743
-468206372,3743
1118369451,3743
2,3744
4,3744
-468206372,3746
1118369451,3746
4,3749
1118369451,3749
2,3751
1118369451,3755
2,3759
4,3759
-414404825,3759
2,3764
4,3764
1108618849,3764
-468206372,3764
1118369451,3764
2,3769
4,3769
2,3774
1108618849,3774
-468206372,3774
4,3775
2,3775
-414404825,3775
1118369451,3775
4,3782
2,3782
1108618849,3782
-468206372,3782
2,3783
4,3783
4,3784
1108618849,3784
4,3788
2,3791
4,3794
1108618849,3794
-468206372,3794
4,3803
-468206372,3803
4,3805
2,3805
1108618849,3805
2,3806
4,3806
-414404825,3806
-468206372,3806
4,3810
1118369451,3810
4,3813
1118369451,3813
2,3819
4,3819
-468206372,3819
1118369451,3819
4,3822
1108618849,3822
2,3877
-414404825,3877
-468206372,3877
4,4149
2,4149
-468206372,4149
1118369451,4149
4,4240
2,4240
1108618849,4240
-414404825,4240
4,4242
2,4242
-414404825,4242
-468206372,4242
4,4254
-414404825,4254
4,4371
-468206372,4371
1118369451,4371
4,4417
1118369451,4417
4,4420
2,4420
4,4605
-414404825,4605
-468206372,4832
1118369451,4832
2,4946
-414404825,4946
1108618849,4946
1118369451,4946
-414404825,4970
-468206372,4970
2,5069
1108618849,5069
-468206372,5069
1118369451,5069
4,5210
2,5210
-468206372,5210
1118369451,5210
2,5217
4,5217
1108618849,5217
-468206372,5217
1118369451,5217
2,5246
1118369451,5246
4,5247
1108618849,5247
4,5253
2,5253
4,5257
-414404825,5257
4,5269
-414404825,5269
4,5272
2,5276
4,5280
1118369451,5280
4,5284
2,5284
-468206372,5284
1118369451,5284
4,5286
2,5286
1118369451,5286
1108618849,5298
-414404825,5298
-468206372,5298
4,5309
2,5309
-414404825,5309
1118369451,5309
2,5311
4,5311
1108618849,5311
-468206372,5311
4,5325
2,5325
-468206372,5325
4,5331
2,5331
-468206372,5331
1118369451,5331
2,5332
-468206372,5332
1118369451,5332
4,5333
-414404825,5333
-468206372,5333
2,5335
4,5335
1108618849,5335
-468206372,5335
1118369451,5335
4,5349
2,5349
4,5350
4,5358
2,5358
4,5359
1108618849,5359
-468206372,5359
4,5362
2,5362
2,5368
4,5368
-468206372,5368
1118369451,5368
2,5370
4,5371
1118369451,5371
4,5372
-468206372,5372
1118369451,5372
2,5375
1108618849,5375
1118369451,5375
2,5380
4,5380
-468206372,5380
4,5383
2,5383
1108618849,5384
-468206372,5384
4,5386
2,5386
2,5389
4,5389
1108618849,5389
-468206372,5389
4,5390
4,5393
1108618849,5393
1118369451,5393
2,5400
4,5402
2,5402
4,5406
2,5406
2,5414
4,5414
-414404825,5414
4,5415
2,5415
1108618849,5415
1108618849,5429
1118369451,5429
4,5433
2,5433
1108618849,5433
-468206372,5433
4,5437
2,5437
1108618849,5437
1118369451,5437
2,5440
1108618849,5440
4,5441
4,5450
2,5450
1118369451,5450
2,5452
-414404825,5452
-468206372,5452
1118369451,5452
4,5453
2,5453
2,5455
-468206372,5458
4,5467
4,5469
-468206372,5469
1118369451,5469
2,5473
1108618849,5473
4,5476
2,5476
1108618849,5476
-468206372,5476
4,5479
4,5481
2,5481
-468206372,5481
4,5484
-468206372,5484
2,5485
-468206372,5485
4,5491
1108618849,5491
4,5506
4,5515
2,5515
1118369451,5515
4,5651
2,5651
4,5684
1108618849,5684
4,5698
4,5705
2,5705
1108618849,5705
-468206372,5705
1118369451,5705
2,13541
4,13571
1118369451,13571
4,13586
4,13696
-468206372,13696
1118369451,13696
4,13702
1108618849,13702
2,13974
4,13977
-468206372,13977
4,14251
2,14251
-468206372,14251
4,14506
2,14605
4,14607
4,14748
2,14748
1108618849,14748
4,14818
1108618849,14818
4,15000
2,15000
1108618849,15000
-414404825,15142
1118369451,15142
4,15224
1108618849,15224
1118369451,15224
2,15316
4,15316
4,15320
2,15320
-468206372,15320
4,15549
4,15562
2,15562
2,15762
4,15762
-468206372,15762
2,15764
4,15764
1108618849,15764
2,15766
1108618849,15766
1118369451,15766
1108618849,15772
-468206372,15772
4,15960
2,15960
4,15973
2,15973
4,16091
2,16091
2,16112
1108618849,16112
4,16411
2,16411
-468206372,16411
4,16655
1108618849,16655
2,16684
4,16684
-414404825,16684
-468206372,16684
1118369451,16684
4,16888
-468206372,16888
4,16907
1108618849,16907
2,17117
4,17125
2,17125
-468206372,17125
4,17129
2,17129
1108618849,17129
1118369451,17129
4,17176
1108618849,17176
-468206372,17176
-414404825,18084
-468206372,18084
4,18110
1108618849,18110
-468206372,18110
4,18868
1108618849,18868
4,19150
2,19150
1118369451,19150
4,19294
4,19362
4,19402
-414404825,19402
4,19626
2,19626
1118369451,19626
4,19636
-468206372,19636
4,19711
2,19711
4,19814
2,19814
1118369451,19814
4,19861
2,19861
1108618849,19861
-468206372,19861
4,19866
2,19866
-414404825,19866
1108618849,19866
-468206372,19866
1118369451,19866
4,19868
2,19868
1108618849,19868
-468206372,19868
1118369451,19868
4,19870
2,19870
-414404825,19870
2,19879
1118369451,19879
4,19882
1118369451,19882
4,19885
4,19887
-414404825,19887
4,19890
2,19892
1108618849,19892
-468206372,19892
1118369451,19892
4,19895
2,19895
4,19900
1108618849,19900
1118369451,19900
1108618849,19902
-414404825,19902
-468206372,19902
1118369451,19902
4,19903
4,19913
4,19914
2,19914
-468206372,19914
1118369451,19914
4,19915
-468206372,19915
1118369451,19915
4,19920
1108618849,19920
4,19922
1118369451,19922
4,19925
1108618849,19925
4,19927
-414404825,19927
1108618849,19927
-468206372,19927
1118369451,19927
2,19928
1118369451,19928
4,19932
4,19934
2,19934
-414404825,19934
-468206372,19934
1118369451,19934
2,19935
1108618849,19935
-468206372,19935
4,19936
2,19936
-468206372,19936
1118369451,19936
4,19938
1108618849,19938
-468206372,19938
1118369451,19938
2,19943
4,19948
2,19948
4,19955
2,19955
-468206372,19955
1118369451,19955
4,19958
4,19962
2,19962
-414404825,19962
-468206372,19962
2,19965
4,19965
-468206372,19965
4,19967
-468206372,19967
1118369451,19967
4,19974
4,19987
2,19987
1108618849,19987
4,19988
2,19988
-468206372,19988
1118369451,19988
4,19989
-414404825,19989
-468206372,19989
4,19996
2,19996
-468206372,19996
4,19998
-468206372,19998
1118369451,19998
4,20000
4,20001
4,20005
1108618849,20005
1118369451,20005
-468206372,20005
4,20007
2,20007
4,20011
2,20011
4,20020
-468206372,20020
4,20023
2,20023
-468206372,20023
1108618849,20025
-468206372,20025
4,20028
2,20028
4,20032
1118369451,20032
4,20038
2,20038
4,20042
2,20042
1108618849,20042
-468206372,20042
1118369451,20042
4,20047
2,20047
2,20048
1108618849,20048
-414404825,20048
-468206372,20048
1118369451,20048
4,20052
-414404825,20052
2,20054
4,20054
1118369451,20054
4,20060
2,20060
2,20062
-468206372,20062
1118369451,20062
2,20063
-414404825,20063
4,20068
2,20068
2,20069
4,20069
1108618849,20069
1118369451,20069
4,20073
-468206372,20073
2,20079
1108618849,20079
1118369451,20079
2,20084
1118369451,20084
4,20090
2,20090
1108618849,20090
-468206372,20090
1108618849,20092
-468206372,20092
4,20096
2,20096
1108618849,20096
1118369451,20096
4,20104
1118369451,20104
4,20107
2,20108
-414404825,20108
-468206372,20108
2,20109
2,20110
1118369451,20110
4,20111
2,20111
1108618849,20111
4,20115
1118369451,20115
4,20116
2,20116
1108618849,20116
-468206372,20116
1118369451,20116
4,20124
-468206372,20124
1118369451,20124
4,20126
-468206372,20126
1118369451,20126
2,20127
1108618849,20127
-414404825,20127
-468206372,20127
2,20128
1118369451,20128
2,20131
1108618849,20131
-468206372,20131
4,20141
4,20146
4,20152
2,20152
1118369451,20152
4,20153
-414404825,20153
2,20155
4,20155
-414404825,20155
1108618849,20155
-468206372,20155
1118369451,20155
4,20160
2,20160
1118369451,20160
4,20162
4,20164
1118369451,20164
4,20165
2,20165
1118369451,20165
4,20167
2,20167
1108618849,20167
-468206372,20167
1118369451,20167
4,20169
4,20176
2,20176
4,20179
2,20179
4,20184
2,20184
-414404825,20184
-468206372,20184
4,20185
2,20185
4,20186
2,20186
1108618849,20186
4,20189
1118369451,20189
2,20198
4,20198
1118369451,20198
4,20203
1108618849,20203
-468206372,20203
2,20205
-414404825,20205
1118369451,20205
4,20208
1108618849,20208
4,20211
2,20211
4,20219
2,20219
-468206372,20219
-468206372,20226
1118369451,20226
2,20229
1108618849,20229
-468206372,20229
-468206372,20230
2,20244
4,20244
-414404825,20244
-468206372,20244
1118369451,20244
4,20252
2,20252
-414404825,20252
-468206372,20252
-414404825,20254
1118369451,20254
2,20255
4,20255
1108618849,20255
-414404825,20255
-468206372,20255
1118369451,20255
1118369451,20257
4,20276
4,20290
2,20290
-468206372,20290
1118369451,20290
4,20293
4,20295
4,20296
2,20296
