"WorkID","Title","Year","Author","LibraryID","NumBorrowers","x","y"
2947,"Nedra","1906","McCutcheon",2,46,-12.0315143436340,32.3149054735687
20090,"Missioner, The","","Oppenheim",2,40,-48.0772655773213,7.96925031543542
20381,"Smoking Flax","","Hocking",2,50,34.4739317785514,4.38412697432719
-899062381,"By Their Fruits","1908","Praed",2,31,-28.3492489926305,15.6719706901892
1590734314,"American Woman, An","1900","Swan",2,37,57.9964017748644,16.3473007736656
-554828228,"Royal Georgie","1901","Baring-Gould",2,20,18.8926776876068,-24.2289540595481
19814,"Land of the Lost, The; a Tale of the New Zealand Gum Country","1902","Satchell",2,24,8.4535327371473,-6.54134219223095
1090787792,"St Elmo","1866","Wilson",2,25,59.2867742695332,19.8006452367131
20448,"Temporal Power: A Study in Supremacy","1902","Corelli",2,28,59.4681443940393,-6.32825209196018
1174197496,"Little Anarchist, The","1907","Marchmont",2,30,-42.9674809025998,31.0337787115488
3564,"Queen of the Rushes: A Tale of the Welsh Revival","1906","Raine",2,39,-33.1077276871089,37.9958569108531
1344090803,"Daughter of a Magnate, The","1903","Spearman",2,35,23.2287163137709,0.238985945930740
1599602677,"Life in a Garrison Town","1904","Bilse",2,23,21.3243364176270,-10.9053443211791
-1874098628,"Rachel Marr","1903","Roberts",2,24,27.1448416995222,-30.3116155343922
101586007,"Golden Rapids of High Life, The","1903","Savage",2,27,18.8904641081507,-5.18858119015522
881703171,"Master of the Mine, The","1891","Buchanan",2,28,50.3246933194998,12.8764154319859
20028,"Main Chance, The","","Nicholson",2,36,-20.498893728263,17.1255515167848
5370,"Fennell's Tower","","Tracy",2,40,-60.4428729404195,-4.55410792320238
1463840189,"Settler, The","1909","Connor",2,23,-62.576737570129,-1.97794651700585
310711718,"Breachley, Black Sheep","1902","Becke",2,25,-32.0526294727222,0.539354365194195
-1242436758,"Between the Dark and the Daylight","1902","Marsh",2,20,10.7407799432305,-10.9749495519901
-1166692144,"Whosoever Shall Offend","1904","Crawford",2,24,8.60044297052015,16.0302160409515
-456178953,"Corner in Coffee, The","1904","Brady",2,35,14.7787036256858,11.2388750056075
-1668047650,"Lovey Mary","1903","Rice",2,44,-7.49130349311238,-26.7086781356601
3630,"Beatrice","","Haggard",2,23,8.44643008231905,37.0171556223064
-2034496062,"Spitfire, The","1908","Peple",2,41,-57.7146448691904,17.7537155956065
-2011808585,"Man from Glengarry, The","1901","Connor",2,23,13.9378342798406,32.856588043115
3643,"Benita","","Haggard",2,37,-12.9071292166536,-24.5845405495785
19988,"Letters from a Self-Made Merchant to His Son","1902","Lorimer",2,41,7.73682216964032,-19.4978319080607
-117151922,"Glengarry Days","1902","Connor",2,60,45.8844199157181,-12.3645590022176
20109,"Mr Marx's Secret","","Oppenheim",2,27,-59.2852587711219,-4.58905871920271
-332179143,"Empty Hotel, The","1902","Gunter",2,54,38.7087087532856,-30.0858295904715
-1886877839,"King of the Ranges","1902","Gould",2,37,20.4465732979076,-52.6114171421464
-907829352,"Tree of Heaven, The","1907","Chambers",2,27,-36.8359177398233,25.9281136504509
1007085477,"Moneychangers, The","1908","Sinclair",2,35,-46.7183933686827,-11.0607294040530
-1873945069,"Red Court Farm, The","1868","Wood",2,33,62.893517734299,-26.9104146633145
-1546612848,"Missionary, The","1902","Griffith",2,60,51.0363862653997,8.34158307572804
60920436,"Old Man in the Corner, The","1909","Orczy",2,31,-45.7123452256628,-6.31329098441475
1821318934,"Pierced Heart, The","1885","Reid",2,22,-7.92596500561604,-47.9239039395449
705421382,"Her Own People","1903","Croker",2,29,31.5402673204249,-4.09192935831136
5349,"Face of Clay, The","","Vachell",2,48,-7.94746284120344,26.3683607995439
573322492,"Race of Life, The","1906","Boothby",2,39,-15.4557466805492,-20.4363679805411
568932450,"Katrine","1909","Lane",2,32,-61.0661451448323,1.40981555821195
20186,"Pearl of Pearl Island","","Oxenham",2,30,-44.0349768247942,16.4739885090983
-1315746537,"Last Hope, The","1904","Merriman",2,28,6.04077021991911,-1.12353482669507
5358,"Farewell Nikola","","Boothby",2,37,47.0053539673991,-30.5994872200116
1084132890,"Kitty Costello","1904","Alexander",2,53,37.446700090561,-3.50713881294602
3769,"Cinderella","","Crockett",2,26,-2.34128618388807,10.7337225050212
-1932271208,"Gentleman Rider, A","1898","Gould",2,22,28.0039346513892,-45.2732350142039
-1544072505,"Priest and the Princess: A Romance of To-Day, The","1902","Dixon",2,40,31.6142104655413,-13.3663420491336
1347371947,"Mr Wingrave, Millionaire","1906","Oppenheim",2,62,-7.21306283089684,29.1488874675068
1415448041,"Hunchback of Notre Dame, The","1831","Hugo",2,20,33.6428265482302,-24.9647212568443
5455,"Gilbert Neal","","Harben",2,39,-53.8490213707311,10.0229757171208
-1379886142,"Satan Sanderson","1908","Rives",2,44,-37.5546842901531,12.7349227318128
-122881768,"Deacon and Actress","1902","Gunter",2,50,27.6500901213278,0.367598703390245
3429,"Her Son","1907","Vachell",2,40,-24.5229763748491,26.9847318965752
19626,"Jungle, The","1906","Sinclair",2,25,-13.7957369879207,-5.63941878003898
-1095993686,"As We Forgive Them","1904","Le Queux",2,52,24.5150566395293,0.722785833043092
16091,"Shadow of a Vendetta, The","","Gunter",2,22,-43.571057441033,24.5366389216821
1698666637,"Pennycomequicks, The","1890","Baring-Gould",2,26,10.3997456025876,2.67015520708574
5481,"Grafters, The","1904","Lynde",2,41,-3.98605412414616,-11.4992123032909
675503518,"Consummate Scoundrel, A","1904","Boothby",2,49,37.305695889425,-22.6954437423388
-1121097180,"Buckjumper , The","1909","Gould",2,45,-29.9862015861163,-27.7032193381636
20489,"Treasure of Heaven, The","","Corelli",2,30,-9.08779647361143,19.6421310013074
9,"Purple Robe, The","","Hocking",2,45,45.2907402082629,9.78375338721836
1735037324,"Peggy of the Bartons","1898","Croker",2,21,-26.1852681081467,-5.13165724131380
1115887031,"Master's Violin, The","1904","Reed",2,37,3.49846188362678,37.6249653563659
2681,"Scarlet Pimpernel, The","","Orczy",2,46,-39.7144539747350,18.9247562096354
1158617892,"Jarwick the Prodigal","1904","Gallon",2,41,14.3321844446316,-10.7007414100705
-1798154893,"Rainbow Island","1903","Tracy",2,52,29.52331789207,-10.0952245668751
20392,"Sorrows of Satan, The","","Corelli",2,31,39.5268969837968,-47.648332422969
20816,"Ghost Camp, The","","Boldrewood",2,30,41.644347156168,-25.2206971576566
350749724,"John Burt","","Adams",2,31,-14.5322000839615,13.9250548169542
539219179,"Lady of the Mount, The","1909","Isham",2,27,-58.1534272846098,13.0303997277701
-464556341,"Dorrien of Cranston","1903","Mitford",2,21,-10.9595601811619,9.58000472060936
5335,"Eternal City, The","","Caine",2,27,57.8767762189034,14.3016564693846
20318,"Running It Off","","Gould",2,25,18.7784490315792,-53.7613096988575
5433,"Fugitive Blacksmith, The","1905","Stewart",2,41,-5.46149569963847,-12.7872791772793
-1013731392,"Captain Courtesy","1906","Carpenter",2,24,-34.5979511228597,26.8755395741121
-921714505,"Far Horizon, The","1906","Malet",2,20,-34.5966665091902,-5.84551733312511
-2063677168,"Lone Marie","1905","Norris",2,21,-11.4119122145035,7.7442713307772
-354182610,"By Right Divine","1907","Sage",2,34,-33.9199662030027,32.8845740200979
3633,"Beau Brocade","1907","Orczy",2,39,-50.6328953383392,20.4260152400857
115560900,"Black Cross, The","1909","Briggs",2,38,-47.6003971204352,2.45883469994647
1313260458,"John Chilcotte, MP","1904","Thurston",2,21,-3.92208178404333,11.8214086274394
19996,"Little Brown Jug of Kildare","","Nicholson",2,27,-50.6055186803904,-4.99032882607943
1030600657,"Perjurer, The","1909","Norris",2,20,-49.0651006821472,-5.42203237489743
-98944742,"Other Mrs Jacobs, The","1903","Praed",2,34,14.2797098984320,-13.5193371599343
-760997843,"Love Grown Cold","1902","Swan",2,36,58.197739181828,17.202148874932
2024345477,"Nancy Stair","1904","Lane",2,30,-3.21009716215431,17.410585687268
5362,"Fate of Endelloc, The","","Hocking",2,58,43.1700242192669,13.5764003754129
-1395917147,"Burden of Her Youth, The","1903","Meade",2,28,53.1453950754214,-17.7203150916750
1972822190,"Redemption of David Corson, The","1901","Goss",2,20,-22.0827349608816,-12.7180735089562
-1803346962,"Brunhilde's Paying Guest","1907","Fuller",2,32,-33.0013988587813,22.4479828231524
1937493259,"Girl of Spirit, A","1906","Garvice",2,57,-29.515076850055,20.1530131489608
20600,"Zillah","","Hocking",2,26,57.4346019035485,5.28444458593984
3114,"Doctor of Crow's Nest, The","1906","Connor",2,39,-1.47335074586948,6.30701869309473
2083149980,"Woman against the World, A","1903","Griffith",2,38,9.23743217542477,-24.2520062075366
1378222586,"Steve Brown's Bunyip, and Other Stories","1893","Barry",2,28,-3.84287779101365,-7.00157879529845
-1054841824,"Ziska","1897","Corelli",2,28,34.87241726318,26.8546831104269
-2044007068,"Triumph of Hilary Blackland, The","1901","Mitford",2,40,16.2096620004192,-14.8430820072259
-57640646,"Abbess of Vlaye, The","1904","Weyman",2,21,1.92012062455874,6.83917638047383
918,"My Indian Queen","","Boothby",2,49,43.495068424236,-30.7497159058168
2944,"Man from Brodneys, The","","McCutcheon",2,29,-56.8018236200262,17.7521604150231
1330,"Ross Durham, Surgeon","","Lyall",2,29,-39.6535707222153,25.5620601283319
-749329565,"Mr Barnes of New York","1887","Gunter",2,39,-12.6971557134926,-26.5871272471189
-1916871134,"Outback Marriage, An","1906","Paterson",2,41,-17.7613548421227,-17.0081721933642
5325,"Elusive Pimpernel, The","","Orczy",2,32,-51.8283034166965,0.255394541711252
1053385602,"Grey Cloak, The","1904","MacGrath",2,30,-22.3885065502394,11.0361123457500
5415,"Four-Leaved Clover","","Gray",2,29,52.9034466688872,-5.35628422597004
14748,"Woman in the Way, The","","Le Queux",2,39,-34.0812741476824,19.2684420696802
5386,"Flower of the Dusk","","Reed",2,26,-62.9815783373162,-13.5486958186019
15960,"Mr Horrocks Purser","1902","Hyne",2,23,-6.85840695539994,-15.2945782130977
21169,"Children of the Bush","","Lawson",2,53,39.5933270789788,-38.5916618100023
1630658045,"Blue Ocean's Daughter, The","1908","Brady",2,34,-31.1568109487757,23.9615956670600
20545,"Where Billows Roll","1909","Raine",2,24,-45.776761190995,-1.46448009691659
1282863797,"Lindsay O' the Dale, A","1907","Hales",2,43,-12.4283034276376,42.6928209825139
3647,"Betrayal, The","1904","Oppenheim",2,59,28.6083773527046,4.11166345957203
829772666,"Ring and the Man, The","1909","Brady",2,39,-58.8604929672993,-0.288439111571303
-278724889,"World Masters, The","1903","Griffith",2,43,6.35477086690392,-18.6184910832346
-1520682195,"Katharine Frensham","1903","Harraden",2,51,32.1180749529018,-3.91077165306264
-2113179128,"Our New Selection!","1903","Rudd",2,55,57.664923071064,-16.7444790876128
3669,"Black Rock","","Connor",2,35,12.4071801168159,-4.63193764775097
1623837723,"Boss, and How He Came to Rule New York, The","1903","Lewis",2,42,-42.8540995478783,0.719483665381207
586963223,"Kiss of the Enemy, The","1904","Hill",2,38,25.3666326026383,3.57375880379259
1192913671,"Lady Betty across the Water","1906","Williamson",2,26,-37.3411737354705,37.9314632782243
16411,"Riverman, The","","White",2,31,-49.2712874380563,3.02627029159860
5440,"Garden of Allah","","Hichens",2,27,-6.0002544782126,13.4191736405496
-2132186735,"Speckled Bird, A","1902","Wilson",2,49,-0.991452418845368,-12.2732296171912
21096,"Her Splendid Sin","1908","Hill",2,27,-67.6481629868747,-0.908301603811255
1382261419,"Eye for an Eye, An","1900","Le Queux",2,39,-4.58661815384603,-24.9172693469639
469049375,"Rose of the World","1905","Castle",2,60,-11.3390380631174,30.2807075002721
15316,"Lucy of the Stars","1906","Palmer",2,31,-19.3177899303995,24.4255664887
20417,"Story of Andrew Fairfax, The","","Hocking",2,39,-16.8979681502292,23.2990319991954
55345143,"Wooing of Esther Gray, The","1902","Tracy",2,37,25.6229472966486,11.3980857164542
-895143400,"Barrier, The","1908","Beach",2,35,-43.1791185982748,26.8712303002415
20570,"Within the Maze","1872","Wood",2,40,66.5520502709373,-29.9054351409364
-344787681,"Traitor, The","1907","Dixon",2,36,-15.6170439275520,3.13920648873437
-1640077323,"Poor Parson, The","1907","Rudd",2,39,-12.3664354546514,40.6475945698798
20007,"Lord Oakburn's Daughters","","Wood",2,27,65.5598399075877,-29.6938329432754
1504134640,"League of Twelve, The","1903","Boothby",2,44,42.2288072063788,-23.1441124666718
15766,"Crossing, The","1904","Churchill",2,43,24.2453292241163,20.1486629185558
386923130,"Kate Meredith, Financier","1907","Hyne",2,26,-10.7001399246012,11.3531068069652
776373186,"International Spy, The","1905","Upward",2,41,-14.6139140914885,-6.3832093682044
1802725575,"In Spite of the Czar","1905","Boothby",2,42,-2.23517364144762,0.238033265678088
20822,"Bondman, The","","Caine",2,22,-24.4473791950544,-6.00510094629638
-214573143,"Big Fellow, The","1910","Palmer",2,36,-38.2295914557374,14.3049346212910
5402,"Footsteps of a Throne, The: Being the Story of an Idler and of His Work; and of What He Did in Moscow in  the House of the Exile","1900","Pemberton",2,40,-4.46301370143238,-18.6073378889751
1713992898,"Lady of the Cameo, The","1903","Gallon",2,24,17.1672276104256,-24.6354475357763
-76351537,"To Pay the Price","1900","Hocking",2,30,61.8845076676176,8.92955586993848
20843,"King Spruce","1908","Day",2,39,-45.4210933962179,15.257457210249
1721268887,"Out of the Cypress Swamp","1902","Rickert",2,25,-19.8426894918352,46.0603645400105
-584879606,"Fashionable Adventures of Joshua Craig, The","1909","Phillips",2,41,-56.5889632279365,-3.25948329156794
21121,"On Tour with Troddles","1909","Andom",2,24,-46.6305398845874,-5.8958196056153
-1618499652,"Tramp Camp, A","1906","Kennedy",2,33,-6.3636569919876,-5.80123294390771
-794780498,"Cherry's Child","1904","Winter",2,54,35.3368019219761,2.27220549989419
1296855996,"Waif's Progress, A","1894","Broughton",2,35,-43.2448918198156,-9.62522626214847
19711,"Justice of Revenge, The","","Griffith",2,29,-11.9570211545112,-17.4392575954102
-802139649,"Human Boy Again, The","1908","Phillpotts",2,22,-18.8065641865265,-4.91561212057496
3590,"Anna the Adventuress","1904","Oppenheim",2,61,36.9428217305754,-13.0220059224121
20167,"On the Wings of the Wind","","Raine",2,46,13.4213379535559,2.28060458733319
20835,"God's Good Man: A Simple Love-Story","","Corelli",2,46,11.4165076364747,-0.513369702518036
-1149235490,"Over the Border","1904","Barr",2,28,47.3983251310517,-4.3014742770239
-1997574116,"Waifs of Circumstance","1906","Tracy",2,30,-48.1238308832039,30.4275460213762
15562,"My Lost Self","1908","Marchmont",2,39,-38.7387105585146,12.0133779453579
-2088170250,"Sign of the Cross, The","","Barrett",2,37,9.99321678685496,-43.4975563713714
-1947387975,"In Low Water","1904","Gould",2,27,42.5914064589519,-16.6211458201818
2941,"Jane Cable","1906","McCutcheon",2,47,-23.3710528624281,21.0531880501980
19943,"Joe Wilson and His Mates","","Lawson",2,28,39.6070403423861,-37.7013453450333
13541,"Mother, The","","Phillpotts",2,26,-50.8042720537553,23.1056115765533
3735,"Garthowen","","Raine",2,33,-18.3231400721281,6.77361245639489
-958725997,"Flame of Fire, A","1903","Hocking",2,45,54.3987969028046,1.67017215394584
3263,"Tatterley: The Story of a Dead Man","1907","Gallon",2,30,26.7766304257614,-18.1077095605106
95516444,"Queenie's Whim","1913","Carey",2,34,49.7457522807716,24.8962295261954
1210619133,"Graustark","1901","McCutcheon",2,23,-21.7723129723953,27.1923962633962
1247361312,"White Wolf and Other Fireside Tales, The","1902","Quiller-Couch",2,24,-15.7212312789233,-9.53156112360353
-1975363357,"Conspirators","1907","Oppenheim",2,34,-41.1911496184281,3.53763088600773
-792688811,"Corner-Stone, The","1904","Lyall",2,21,17.4735238433127,8.04562010558518
595109564,"Alien, The","1901","Montresor",2,27,28.7850757326401,21.2200445724531
-888898485,"Warned Off","1901","Gould",2,36,19.7027908161404,-59.2630545118568
1708578672,"Lone Star, The","1907","Lyle",2,26,-52.733723691517,33.3357699045362
20394,"Soul of Dominic Wildthorne, The","1908","Hocking",2,39,9.71346488434322,-1.37606733426288
-1017597417,"Love of Richard Herrick, The","1902","Kenealy",2,54,47.7892443846434,3.62661699850706
-510190135,"First It Was Ordained","1906","Thorne",2,27,16.1948740196798,6.30436464993517
-233529830,"Married in Haste","1907","Everett-Green",2,31,-7.5225818791374,13.6233950280423
914,"Lust of Hate, The","","Boothby",2,39,47.5032172296351,-28.5576435734726
3634,"Beautiful White Devil, The","1896","Boothby",2,43,49.447014290171,-22.6132025832031
-1069803271,"Fordham's Feud","1897","Mitford",2,28,19.6823782598935,-17.2122565347838
1670620356,"Orphan, The","1908","Mulford",2,25,-43.1033480266677,8.3030714881699
-1607419416,"Socialist, The","1909","Thorne",2,20,-66.2075111188565,10.1542440849024
-1750194190,"Cap'n Eri","1904","Lincoln",2,26,-32.2402695504839,-9.36429967147996
278471360,"Sunset Trail, The","1905","Lewis",2,43,-9.46733377395766,-7.36500329564135
1019423704,"Follow the Gleam","1903","Hocking",2,33,27.9354835263222,-5.79835485732071
20535,"Welsh Singer, A","","Raine",2,25,45.4730140732175,21.8825669761338
1753206187,"Pit, The","1903","Norris",2,33,-6.56355195908019,-10.5341371266101
1369311433,"At the Moorings","1904","Carey",2,42,23.6664817728305,21.1055207483518
3751,"Chance of a Lifetime, The","","Gould",2,47,-28.2011879775853,-29.1308814233010
1777147615,"Marty","1903","Winter",2,37,41.7541005421318,6.07895232986433
303131985,"Mollie Deverill","1909","Yorke",2,26,-64.0956771042968,-13.1254782746303
-249146612,"Avengers, The","1906","Hill",2,37,-32.1618150611546,34.1646328720821
-1752379704,"Deacon Brodie; or, Behind the Mask","1901","Donovan",2,26,17.5648632337924,-13.0084661566979
2661,"I Will Repay","","Orczy",2,42,-38.8594133822255,19.6267766384337
1377520262,"Under the Iron Flail","1902","Oxenham",2,34,33.8021561823153,-17.0927746685632
1795948236,"Gypsy Roy, a Story of Early Methodism","1904","Lindsay",2,34,1.60093922851938,-2.17355115821948
-276441678,"Doctor's Double, The","1891","Gould",2,26,21.0346086366165,-56.5969244726331
-1238857442,"Garden of Lies, The","1902","Forman",2,30,-8.63976115542555,8.57724609968855
3579,"All Men are Liars","1895","Hocking",2,46,45.507802024072,14.7438891764677
780887053,"Undertow, The","1906","Knowles",2,40,-11.5174670742736,-0.735539941438284
24011421,"Oswald Cray","1864","Wood",2,21,62.0787678331295,-27.8942434465214
20176,"Over Moor and Fen","","Hocking",2,29,42.1860419632454,15.9675494761546
3712,"By Wit of Woman","","Marchmont",2,45,28.4544119789869,-13.1623702731633
-1151889584,"Under the Rose","1903","Isham",2,25,16.6169164165266,15.645031453842
20591,"Yellow Crayon, The","1903","Oppenheim",2,58,29.4576112353895,-12.5020238070300
